CUSEC,CUMUN,CSEC,CDIS,CMUN,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,year,net_income_avg,net_income_avg_household,gini,p80_p20
0824502005,08245,005,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,9167,25682,30.6,2.6
0824502005,08245,005,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,8926,25285,31.7,3
0824503009,08245,009,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,12481,31521,26.6,2.4
0824503009,08245,009,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,12032,30522,27.5,2.4
0824503009,08245,009,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11991,29449,28.7,2.4
0824503009,08245,009,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,11524,28591,27.6,2.4
0824503011,08245,011,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,11760,31819,28.6,2.7
0824503011,08245,011,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,11353,30548,27.2,2.6
0824503011,08245,011,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11165,29983,27.8,2.5
0824503011,08245,011,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,10769,28438,27.1,2.3
0824504009,08245,009,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,12153,29566,25.2,2.1
0824504009,08245,009,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,11391,28355,27.2,2.4
0824504009,08245,009,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11522,28700,28,2.3
0824504009,08245,009,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,11107,28184,29.4,2.4
0824504011,08245,011,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,10890,30408,27.5,2.5
0824504011,08245,011,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,10448,29102,29.3,2.6
0824504011,08245,011,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,10221,28423,29.6,2.7
0824504011,08245,011,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,10199,27404,28.6,2.5
0824505010,08245,010,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,7658,23929,30,2.8
0824505010,08245,010,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,7356,22659,30,2.6
0824505010,08245,010,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,6713,21455,33,2.9
0824505010,08245,010,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,6536,21166,35,3.2
0824505012,08245,012,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,8044,25292,32.9,2.8
0824505012,08245,012,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,7399,23151,33.5,3.3
0824505012,08245,012,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,6982,22313,34.9,3.1
0824505012,08245,012,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,7059,22354,34.1,3.1
0824506008,08245,008,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,7974,25341,31.1,3
0824506008,08245,008,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,7617,24281,31.9,2.9
0824506008,08245,008,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,7244,23807,32.4,2.8
0824506008,08245,008,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,7355,23879,33.6,2.8
0824506010,08245,010,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,6853,22911,31.3,3
0824506010,08245,010,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,6463,21445,31,3
0824506010,08245,010,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,6183,20294,34.4,3.3
0824506010,08245,010,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,6028,19052,34.8,2.8
0825001003,08250,003,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2018,10594,28135,25.2,2.3
0825001003,08250,003,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2017,10192,26846,25.1,2.2
0825001003,08250,003,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2016,9812,26498,26.6,2.4
0825001003,08250,003,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2015,9570,25542,26.4,2.3
0824505001,08245,001,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,8459,25012,30.5,2.8
0824505001,08245,001,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,7999,24021,32,3
0824505001,08245,001,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,8018,23558,32.6,3
0824505001,08245,001,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,7877,22154,31.2,3
0824505004,08245,004,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,10257,28231,31,2.6
0824505004,08245,004,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,9998,28271,31,2.6
0824505004,08245,004,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,9334,26314,35.8,3.3
0824505004,08245,004,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,9662,25734,32.9,3.1
0824505018,08245,018,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,7086,22725,32.6,2.7
0824505018,08245,018,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,6420,21002,37.4,4.1
0824505018,08245,018,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,6117,20005,40.3,3.9
0824505018,08245,018,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,5846,18893,41.7,4.3
0824506017,08245,017,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,6646,22048,34.4,3
0824506017,08245,017,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,6343,21661,34.2,3.3
0824506017,08245,017,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,6354,21366,34.6,3.2
0824506017,08245,017,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,6067,20353,37.7,4.6
0824601001,08246,001,01,246,08,09,0824601,08246,Barcelona,Cataluña,ES,5,1,1,Santa Eugènia de Berga,2018,13344,35959,23.2,2.1
0824601001,08246,001,01,246,08,09,0824601,08246,Barcelona,Cataluña,ES,5,1,1,Santa Eugènia de Berga,2017,12729,34267,22.7,2.1
0824601001,08246,001,01,246,08,09,0824601,08246,Barcelona,Cataluña,ES,5,1,1,Santa Eugènia de Berga,2016,12496,34149,23.9,2
0824601001,08246,001,01,246,08,09,0824601,08246,Barcelona,Cataluña,ES,5,1,1,Santa Eugènia de Berga,2015,12107,33046,24.3,2.1
0825101003,08251,003,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2018,11311,32092,28,2.6
0825101003,08251,003,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2017,10983,31014,28.3,2.6
0825101003,08251,003,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2016,10586,29671,29.4,2.7
0825101003,08251,003,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2015,10422,28775,30.4,2.6
0825201002,08252,002,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2018,13233,38637,23.4,2
0825201002,08252,002,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2017,12615,36424,23.8,2.1
0825201002,08252,002,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2016,11874,34785,25,2.1
0825201002,08252,002,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2015,11815,35322,25.4,2.3
0825201022,08252,022,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2018,14815,42206,24.1,2.1
0825201022,08252,022,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2017,14133,40954,24.8,2
0825201022,08252,022,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2016,13656,39479,24.5,2
0825201022,08252,022,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2015,13328,38481,25.2,2.1
0824501001,08245,001,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,14925,38671,27.8,2.3
0824501001,08245,001,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,14117,36441,27.1,2.6
0824501001,08245,001,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,13938,34828,28.1,2.5
0824501001,08245,001,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,13707,34166,29.1,2.7
0824501012,08245,012,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,12694,32423,27.1,2.3
0824501012,08245,012,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,11884,30883,28.2,2.3
0824501012,08245,012,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11099,29472,28.5,2.5
0824501012,08245,012,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,10737,28454,31.6,3
0824501019,08245,019,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,12370,31072,25.9,2.3
0824501019,08245,019,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,11825,29860,26.3,2.3
0824501019,08245,019,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11466,28803,26.7,2.3
0824501019,08245,019,01,245,08,09,0824501,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,11235,27647,26.6,2.2
0824502007,08245,007,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,11228,30689,27.2,2.3
0824502007,08245,007,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,10722,29375,28.5,2.5
0824502007,08245,007,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,10746,29467,28.7,2.4
0824502007,08245,007,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,10058,27856,30.3,2.7
0824502011,08245,011,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,9263,26242,27.3,2.5
0824502011,08245,011,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,8830,25003,27.5,2.4
0824502011,08245,011,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,8727,24392,30.1,2.9
0824502011,08245,011,02,245,08,09,0824502,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,8629,24507,29.5,2.9
0824503007,08245,007,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,11919,30275,23.6,2
0824503007,08245,007,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,11721,29906,23.9,2.1
0824503007,08245,007,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11330,28984,24.7,2.2
0824503007,08245,007,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,11199,28772,25.1,2.2
0824503014,08245,014,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,10552,29059,24,2.1
0824503014,08245,014,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,9533,26382,25.2,2.2
0824503014,08245,014,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,9029,25066,25.4,2.2
0824503014,08245,014,03,245,08,09,0824503,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,8881,24700,25.2,2.3
0824504004,08245,004,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,12805,31948,23.7,2
0824504004,08245,004,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,12202,30850,24.8,2.3
0824504004,08245,004,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11978,30439,25.5,2.2
0824504004,08245,004,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,11367,29311,25.8,2.2
0824504008,08245,008,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,12420,31276,29.3,2.5
0824504008,08245,008,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,11721,29985,28.6,2.4
0824504008,08245,008,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,11603,29751,30.2,2.8
0824504008,08245,008,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,11291,28845,29.5,2.5
0824504015,08245,015,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,9557,25592,30.7,2.8
0824504015,08245,015,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,9179,24564,31.5,2.7
0824504015,08245,015,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,9194,24371,32.1,2.9
0824504015,08245,015,04,245,08,09,0824504,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,9068,23174,30.8,2.8
0824505006,08245,006,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,8508,26201,31.2,3.2
0824505006,08245,006,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,7818,24578,31.8,3.1
0824505006,08245,006,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,7709,23972,32.6,3.4
0824505006,08245,006,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,7884,23591,32.2,3.4
0824505013,08245,013,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,8393,24969,33.4,3.1
0824505013,08245,013,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,8061,23534,34.4,3.5
0824505013,08245,013,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,7690,22808,34.3,3.3
0824505013,08245,013,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,7467,21680,35.9,3.6
0824505017,08245,017,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,7728,24190,31.7,3
0824505017,08245,017,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,7079,22343,32.8,3.3
0824505017,08245,017,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,7033,21874,33.9,3.2
0824505017,08245,017,05,245,08,09,0824505,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,6901,21109,34.9,3.9
0825001007,08250,007,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2018,9163,24791,29.7,2.6
0825001007,08250,007,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2017,8861,23731,30.4,2.4
0825001007,08250,007,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2016,8660,23196,31.7,3.1
0825001007,08250,007,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2015,8307,22355,29.9,2.7
0825101002,08251,002,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2018,12092,33254,26.3,2.2
0825101002,08251,002,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2017,11704,32066,25.8,2
0825101002,08251,002,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2016,11339,30956,26,2.2
0825101002,08251,002,01,251,08,09,0825101,08251,Barcelona,Cataluña,ES,5,1,1,Santa Margarida i els Monjos,2015,10970,30054,26.3,2.3
0825201003,08252,003,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2018,10794,28749,25.4,2.3
0825201003,08252,003,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2017,10186,27692,25.2,2.3
0825201003,08252,003,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2016,9968,27176,26.5,2.4
0825201003,08252,003,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2015,9596,26166,26.8,2.2
0825701001,08257,001,01,257,08,09,0825701,08257,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Miralles,2018,14723,33535,31.7,2.9
0825701001,08257,001,01,257,08,09,0825701,08257,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Miralles,2017,14704,34583,31.4,2.9
0825701001,08257,001,01,257,08,09,0825701,08257,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Miralles,2016,16024,38331,34,2.3
0825701001,08257,001,01,257,08,09,0825701,08257,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Miralles,2015,14193,37184,30.9,3.3
0825901001,08259,001,01,259,08,09,0825901,08259,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Palautordera,2018,11273,29556,29,2.6
0825901001,08259,001,01,259,08,09,0825901,08259,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Palautordera,2017,11154,29268,31.1,2.7
0825901001,08259,001,01,259,08,09,0825901,08259,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Palautordera,2016,10352,27492,30.1,2.7
0825901001,08259,001,01,259,08,09,0825901,08259,Barcelona,Cataluña,ES,5,1,1,Santa Maria de Palautordera,2015,10528,28070,31.4,2.7
0824506009,08245,009,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,8064,24267,31.8,2.9
0824506009,08245,009,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,7746,23419,30.3,3
0824506009,08245,009,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,7858,23216,32.5,2.9
0824506009,08245,009,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,7788,23256,30.8,2.8
0825001002,08250,002,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2018,10256,27906,24.1,2.2
0825001002,08250,002,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2017,9645,26242,25.3,2.2
0825001002,08250,002,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2016,9507,26106,27.3,2.2
0825001002,08250,002,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2015,9037,24771,27.2,2.3
0825001004,08250,004,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2018,11310,29606,26.6,2.2
0825001004,08250,004,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2017,10849,28787,24.8,2
0825001004,08250,004,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2016,10708,28423,26.2,2
0825001004,08250,004,01,250,08,09,0825001,08250,Barcelona,Cataluña,ES,5,1,1,Santa Margarida de Montbui,2015,10205,26913,25.7,2.3
0825201008,08252,008,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2018,11959,31900,25.8,2.2
0825201008,08252,008,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2017,11255,30134,26.1,2.3
0825201008,08252,008,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2016,10778,29280,28.5,2.4
0825201008,08252,008,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2015,10450,28795,28.3,2.5
0825201010,08252,010,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2018,14963,40344,29.4,2.5
0825201010,08252,010,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2017,14474,38970,29.1,2.4
0825201010,08252,010,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2016,13991,38365,29.5,2.5
0825201010,08252,010,01,252,08,09,0825201,08252,Barcelona,Cataluña,ES,5,1,1,Barberà del Vallès,2015,13501,36687,28.3,2.4
0825401001,08254,001,01,254,08,09,0825401,08254,Barcelona,Cataluña,ES,5,1,1,"Esquirol, L'",2018,14598,37088,27.1,2.2
0825401001,08254,001,01,254,08,09,0825401,08254,Barcelona,Cataluña,ES,5,1,1,"Esquirol, L'",2017,14427,36786,27.1,2.2
0825401001,08254,001,01,254,08,09,0825401,08254,Barcelona,Cataluña,ES,5,1,1,"Esquirol, L'",2016,13858,35450,27,2.3
0825401001,08254,001,01,254,08,09,0825401,08254,Barcelona,Cataluña,ES,5,1,1,"Esquirol, L'",2015,13091,33557,28.8,2.4
0826001009,08260,009,01,260,08,09,0826001,08260,Barcelona,Cataluña,ES,5,1,1,Santa Perpètua de Mogoda,2018,14961,39895,25.9,2.2
0826001009,08260,009,01,260,08,09,0826001,08260,Barcelona,Cataluña,ES,5,1,1,Santa Perpètua de Mogoda,2017,14435,38638,27.7,2.4
0826001009,08260,009,01,260,08,09,0826001,08260,Barcelona,Cataluña,ES,5,1,1,Santa Perpètua de Mogoda,2016,13894,37375,28.3,2.3
0826001009,08260,009,01,260,08,09,0826001,08260,Barcelona,Cataluña,ES,5,1,1,Santa Perpètua de Mogoda,2015,13501,36616,29.2,2.5
0824506011,08245,011,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,7248,24848,32.2,3.1
0824506011,08245,011,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,6729,22801,32.4,3.5
0824506011,08245,011,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,6706,22629,31.8,2.9
0824506011,08245,011,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,6474,22191,32.6,2.9
0824506013,08245,013,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2018,8465,24012,29.9,3
0824506013,08245,013,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2017,8095,23422,33.4,3.1
0824506013,08245,013,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2016,7729,22194,35.9,3.9
0824506013,08245,013,06,245,08,09,0824506,08245,Barcelona,Cataluña,ES,5,1,1,Santa Coloma de Gramenet,2015,7513,21555,37.4,4.8
0824801001,08248,001,01,248,08,09,0824801,08248,Barcelona,Cataluña,ES,5,1,1,Santa Eulàlia de Ronçana,2018,13859,39037,27.9,2.4
0824801001,08248,001,01,248,08,09,0824801,08248,Barcelona,Cataluña,ES,5,1,1,Santa Eulàlia de Ronçana,2017,12888,36106,28.2,2.3
0824801001,08248,001,01,248,08,09,0824801,08248,Barcelona,Cataluña,ES,5,1,1,Santa Eulàlia de Ronçana,2016,12441,35140,29.1,2.4
0824801001,08248,001,01,248,08,09,0824801,08248,Barcelona,Cataluña,ES,5,1,1,Santa Eulàlia de Ronçana,2015,11960,33843,30.3,2.5
