CUSEC,CUMUN,CSEC,CDIS,CMUN,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,year,net_income_avg,net_income_avg_household,gini,p80_p20
0801910044,08019,044,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14424,33741,32,2.9
0801910051,08019,051,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,18124,44773,31.6,3
0801910051,08019,051,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,17496,43248,33.2,2.9
0801910051,08019,051,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,16952,42600,32.4,2.8
0801910051,08019,051,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,16958,41839,33.4,2.8
0801910058,08019,058,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14059,31309,32.2,2.9
0801910058,08019,058,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13142,29370,31.4,2.5
0801910058,08019,058,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,12867,28508,30.6,2.6
0801910058,08019,058,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,12605,27564,32.3,2.9
0801910069,08019,069,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,17641,43786,37,3.7
0801910069,08019,069,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16640,40912,37.7,3.6
0801910069,08019,069,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15400,37347,37.6,3.7
0801910069,08019,069,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15430,36165,37.3,3.5
0801910076,08019,076,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,17332,37000,30,2.4
0801910076,08019,076,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16626,34904,30.2,2.6
0801910076,08019,076,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,16881,35016,31.3,2.7
0801910076,08019,076,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,16521,33773,30.8,2.5
0801909075,08019,075,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,13820,36523,32,3.1
0801909075,08019,075,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13624,35224,33.6,2.9
0801909075,08019,075,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13401,33929,32.8,2.9
0801909075,08019,075,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,12921,32225,33.7,3.2
0801909077,08019,077,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14652,33439,27.6,2.5
0801909077,08019,077,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13811,31383,29,2.5
0801909077,08019,077,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13407,30138,28.6,2.7
0801909077,08019,077,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13428,29430,28.1,2.4
0801909092,08019,092,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14750,37550,29,2.6
0801909092,08019,092,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14408,36469,29,2.7
0801909092,08019,092,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14129,36218,29.6,2.7
0801909092,08019,092,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13510,35319,29.4,2.7
0801909094,08019,094,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15086,35547,30.2,2.7
0801909094,08019,094,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14278,33593,31,2.8
0801909094,08019,094,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13867,33624,32.3,2.8
0801909094,08019,094,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13749,34120,32.1,3
0801910013,08019,013,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14717,33887,32,2.7
0801910013,08019,013,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14470,32323,31.4,2.7
0801910013,08019,013,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13993,31709,31.6,2.7
0801910013,08019,013,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13705,31763,33.5,2.9
0801910015,08019,015,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,16239,37122,33.7,2.9
0801910015,08019,015,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16378,37390,33.6,2.9
0801910015,08019,015,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14965,34810,34.2,3
0801910015,08019,015,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14837,34202,33.5,3
0801910030,08019,030,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15191,37597,29.5,2.6
0801910030,08019,030,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14410,35121,28.8,2.4
0801910030,08019,030,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14558,36176,30.2,2.5
0801910030,08019,030,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14215,34907,29.3,2.5
0801910032,08019,032,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15626,40470,28.8,2.4
0801910032,08019,032,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14871,38482,30.3,2.8
0801910032,08019,032,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14292,38359,31.3,2.7
0801910032,08019,032,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13531,36026,31.6,2.9
0801910045,08019,045,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,17744,43999,30.5,2.6
0801910045,08019,045,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,17373,42754,30.7,2.6
0801910045,08019,045,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,16505,40563,31.6,2.7
0801910045,08019,045,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15890,39123,31.9,2.7
0801910047,08019,047,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,17794,40841,30.8,2.7
0801910047,08019,047,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16780,37866,31.7,2.8
0801910047,08019,047,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15937,37375,32.3,2.8
0801910047,08019,047,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15752,38116,32.1,2.8
0801910049,08019,049,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14840,36448,32.7,2.7
0801910049,08019,049,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16015,38960,32.4,2.9
0801910049,08019,049,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15550,37790,33.1,3
0801910049,08019,049,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15569,38846,33.9,2.8
0801910062,08019,062,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,16891,42355,29.4,2.6
0801910062,08019,062,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,17183,43219,31.3,2.7
0801910062,08019,062,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,16910,42531,33.1,2.9
0801910062,08019,062,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,16463,42679,32.4,3
0801910064,08019,064,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,16373,38910,33.9,2.9
0801910064,08019,064,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,15899,37285,34.1,3.1
0801910064,08019,064,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15046,35739,33,2.9
0801910064,08019,064,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15048,36093,33.5,2.9
0801910079,08019,079,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,17166,45837,30.7,2.7
0801910079,08019,079,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16581,44122,30.8,2.7
0801910079,08019,079,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15902,41587,31.9,3
0801910079,08019,079,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15467,40144,30.7,2.9
0801910081,08019,081,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,10788,28791,33.2,3
0801910081,08019,081,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,10484,26702,31.9,2.7
0801910081,08019,081,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,10289,26874,33.5,2.9
0801910081,08019,081,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,9989,25668,33.6,3.2
0801909083,08019,083,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14885,35705,30.6,2.6
0801909083,08019,083,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14426,35012,30.2,2.5
0801909083,08019,083,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13999,34118,31.3,2.7
0801909083,08019,083,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13524,32909,30,2.7
0801909086,08019,086,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14969,35209,31,2.8
0801909086,08019,086,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14315,34146,32.6,2.9
0801909086,08019,086,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13803,33894,31.8,2.9
0801909086,08019,086,09,019,08,09,0801909,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13548,33242,30.6,2.9
0801910004,08019,004,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14772,34862,29.8,2.5
0801910004,08019,004,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14432,33740,29.8,2.7
0801910004,08019,004,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14195,32872,29.5,2.6
0801910004,08019,004,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14100,32959,30.3,2.8
0801910005,08019,005,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15639,37922,31,2.9
0801910005,08019,005,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,15254,35877,32,3.1
0801910005,08019,005,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15729,37926,34.3,2.9
0801910005,08019,005,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14926,36521,32.2,2.7
0801910022,08019,022,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14930,35067,30.7,2.6
0801910022,08019,022,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14491,33692,31.4,2.8
0801910022,08019,022,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14182,32690,31.9,2.7
0801910022,08019,022,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13912,32539,32,2.7
0801910023,08019,023,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14342,34362,31.3,3
0801910023,08019,023,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13817,33093,31.5,2.8
0801910023,08019,023,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13444,32014,31.6,3
0801910023,08019,023,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13306,32682,32.2,2.9
0801910037,08019,037,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,12353,31162,29,2.5
0801910037,08019,037,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,11794,29329,27.9,2.5
0801910037,08019,037,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,11800,29771,29.7,2.7
0801910037,08019,037,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,11455,28888,30.6,2.6
0801910040,08019,040,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15126,35854,33.1,3
0801910040,08019,040,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14438,34066,34.3,3.1
0801910040,08019,040,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13929,33736,35.5,3.6
0801910040,08019,040,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13608,32868,34.8,3.5
0801910054,08019,054,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,22052,59535,33.6,2.8
0801910054,08019,054,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,21299,56956,34.7,3
0801910054,08019,054,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,21039,56689,35.7,3.1
0801910054,08019,054,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,22970,61253,36,3.1
0801910055,08019,055,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,25162,69921,33.5,2.7
0801910055,08019,055,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,24117,67055,33.5,2.7
0801910055,08019,055,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,25262,71863,34.7,2.8
0801910055,08019,055,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,23386,65517,37.3,3
0801910072,08019,072,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14983,38261,32.4,2.8
0801910072,08019,072,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14339,36131,31.4,2.7
0801910072,08019,072,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14362,36663,33.3,2.7
0801910072,08019,072,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13559,34229,32.4,2.7
0801910073,08019,073,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,13900,32935,28.4,2.5
0801910073,08019,073,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13303,31642,28.1,2.3
0801910073,08019,073,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13018,31429,28.7,2.4
0801910073,08019,073,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,12650,30364,29,2.4
0801910087,08019,087,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,9404,23887,30.9,2.6
0801910087,08019,087,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,9065,22597,32.8,2.8
0801910087,08019,087,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,9138,22265,31.7,2.5
0801910087,08019,087,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,8627,21562,33.7,3.4
0801910090,08019,090,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,10435,28229,30.7,2.7
0801910090,08019,090,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,10104,26943,30.6,2.7
0801910090,08019,090,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,9897,26240,30.6,2.9
0801910090,08019,090,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,9988,26075,31.1,2.9
0801910104,08019,104,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15939,42279,24.1,2.1
0801910104,08019,104,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,15253,40471,24.6,2.1
0801910104,08019,104,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,14652,39843,26.4,2.3
0801910104,08019,104,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14055,38500,26.3,2.3
0801910105,08019,105,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14032,36226,27.4,2.3
0801910105,08019,105,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13526,35300,27.7,2.4
0801910105,08019,105,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13411,34524,28.6,2.5
0801910105,08019,105,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,12948,33740,28.7,2.4
0801910122,08019,122,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15905,41096,26.6,2.3
0801910122,08019,122,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,15225,39960,27.8,2.4
0801910122,08019,122,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15416,40373,27.6,2.4
0801910122,08019,122,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15238,39937,27.3,2.4
0801910002,08019,002,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14320,33925,29.3,2.7
0801910002,08019,002,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13684,31476,29.9,2.9
0801910002,08019,002,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13475,31534,31.1,2.7
0801910002,08019,002,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13212,31011,31.3,2.9
0801910009,08019,009,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,16105,34804,32.6,2.9
0801910009,08019,009,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16092,34577,31.5,2.5
0801910009,08019,009,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,16454,35767,34,3
0801910009,08019,009,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15198,33222,33.5,3
0801910011,08019,011,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,16673,38430,33.3,2.9
0801910011,08019,011,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16140,37285,33.9,3.1
0801910011,08019,011,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15714,35956,33.9,3
0801910011,08019,011,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15371,35040,33.3,3.2
0801910034,08019,034,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15050,36534,29.3,2.7
0801910034,08019,034,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13950,33999,29.2,2.7
0801910034,08019,034,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13592,34019,30.4,2.6
0801910034,08019,034,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,13289,33125,28.5,2.5
0801910036,08019,036,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,16592,45644,29,2.5
0801910036,08019,036,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,15839,43987,29.7,2.7
0801910036,08019,036,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15558,43264,29.1,2.4
0801910036,08019,036,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,15048,41921,29.8,2.4
0801910041,08019,041,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,15407,35705,35.4,3.3
0801910041,08019,041,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,14872,34404,33.8,3.3
0801910041,08019,041,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15015,34138,35.1,3.1
0801910041,08019,041,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14245,32569,33.9,3.2
0801910043,08019,043,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,13709,31559,35.7,3.6
0801910043,08019,043,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13053,29995,35.2,3.5
0801910043,08019,043,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,12504,29114,37.2,3.8
0801910043,08019,043,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,11367,26796,37.1,3.6
0801910066,08019,066,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,16259,41755,32.5,2.9
0801910066,08019,066,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,15545,39707,32.4,2.8
0801910066,08019,066,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,15505,40141,34.5,2.9
0801910066,08019,066,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,14722,38019,32.4,2.8
0801910068,08019,068,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,17508,46550,30.4,2.9
0801910068,08019,068,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,16949,44386,31.1,2.8
0801910068,08019,068,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,17540,45983,31.9,2.7
0801910068,08019,068,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,17095,44762,32.1,2.7
0801910070,08019,070,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,14533,34000,31.3,2.9
0801910070,08019,070,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13977,32301,32.4,2.9
0801910070,08019,070,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13251,31267,33.1,2.9
0801910070,08019,070,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,12823,30300,32.2,3
0801910075,08019,075,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,13994,35093,29.9,2.7
0801910075,08019,075,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,13733,34180,30,2.6
0801910075,08019,075,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,13154,33576,31.3,2.9
0801910075,08019,075,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,12952,33358,30.1,2.7
0801910077,08019,077,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,19224,52601,31.7,2.5
0801910077,08019,077,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,18716,52388,31.1,2.4
0801910077,08019,077,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,17707,49863,30.8,2.4
0801910077,08019,077,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,17789,49799,33.3,2.5
0801910100,08019,100,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,12978,32055,31.2,2.9
0801910100,08019,100,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,12886,30863,30.1,2.8
0801910100,08019,100,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,12298,29677,30.2,2.8
0801910100,08019,100,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,12155,29570,30.1,2.7
0801910102,08019,102,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,12353,31381,28.3,2.5
0801910102,08019,102,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2017,12033,30010,27.9,2.6
0801910102,08019,102,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2016,11871,29812,29,2.6
0801910102,08019,102,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2015,11517,28605,28.6,2.5
0801910109,08019,109,10,019,08,09,0801910,08019,Barcelona,Cataluña,ES,5,1,1,Barcelona,2018,13112,30968,26.8,2.2
